,reviews,date_reviews,rating
2121,"Original review: June 28, 2020It's a terrible platform, keep in mind you will pay monthly for this, and the website has a lot issues, the course I take the teacher didn't know how to explain properly and gave too vague explanation, neither I could contact them and ask for guidance, complete waste of time and money.","Original review: March 25, 2021",1
2122,"Original review: June 26, 2020Coursera, is the best way to learn online. It is efficient. Many of the courses can be downloaded also and that helps a lot when travelling. The instructors speak clearly too and they make a lot of sense.","Original review: March 14, 2021",5
2123,"Original review: June 25, 2020The variety of classes and professionalism of instructors makes this my favorite learning platform online. It is upfront on costs and time commitment needed to complete the courses. I have recommended it highly to my nephews who are learning from home.","Original review: March 13, 2021",4
2124,"Original review: June 24, 2020Being in a dominant market and the other learning platforms are not as good for the time. They will put into absorbing the information Also influence on the way. I am determined to help people with the right education of the product and the delivery of network services is a great opportunity!!","Original review: March 9, 2021",5
2125,"Original review: June 20, 2020User friendly platform. If there is technical difficulty the support personnel are very helpful in resolving the problem. A wide variety of Interesting courses that can lead to other jobs or for personal development","Original review: Feb. 11, 2021",5
2126,"Original review: June 19, 2020Coursera wasn’t the best courses platform. It was really bad and hard to go through things. I didn’t like it and whenever they said they had a free course I go check and feel disappointed every time so then I just stopped using and I personally wouldn’t recommend it to anyone.","Original review: Dec. 30, 2020",3
2127,"Original review: June 18, 2020The course was an intro to IT, which was the first of 6 classes which culminated with a Google certification in general information technology comparable to a CompTIA A+. The course pace was slow enough to complete in plenty of time, and not so much time you found yourself bored. The class was interesting, engaging, and I'd like to finish the rest when I can.","Original review: Dec. 21, 2020",4
2128,"Original review: June 17, 2020I don't have anything positive to say. I could do stuff like this free on YouTube. All this nonsense on Coursera is just that nonsense. I did not see any redeeming qualities about any of the courses whether free or even free trial okay. All the stuff can be found online in so many different places at no charge especially if one is a senior citizen so coursera you catch me was not worth it.","Original review: Dec. 19, 2020",2
2129,"Original review: June 14, 2020I liked the course, very detailed, instructors syllabus very detailed only thing, was it was a little difficult to go back to review. The course material was easy to follow, along with the instructor. Surprised at the ease of use.","Original review: Oct. 19, 2020",5
2130,"Original review: Jan. 29, 2022Coursera courses are the biggest Ripoff ever exists. I don’t know how this company still exists. Apple and Galaxy phones shouldn’t allow the app in their phones and tablets. You sign for a course that’s supposed to be $49 dollars for 1 month, you complete the course, and they continue charging your credit card for months and months. If you try to stop this, it’s impossible because they don’t have a customer service number, no way to cancel your subscription, they hide from you. Please Do Not use Coursera. They will Steal a lot of money from you. I only give 1 star review because there’s no zero stars.","Original review: Oct. 7, 2020",1
2131,"Original review: Nov. 22, 2021They_do_not_have_any_customer_service. Please_never_use_Coursera. There_are_better_option. They_are_terrible. They_are_inferior. They_stole_money_from_me. They_will_not_give_me_a_credit. PLEASE_DO_NOT_USE.","Original review: Sept. 17, 2020",1
2132,"Original review: Sept. 15, 2021The contents is good but the system accessing is very unstable. When I need a support, it's never can contact them. They have no email or phone no. to contact except the help center which is no way to access when you have problem with accessing.","Original review: Sept. 10, 2020",2
2133,"Original review: July 8, 2021Coursera is a rip-off, which I did not realize until a few days into my so called ""7-day Free Trial."" After searching through their website, while I was signed in, there was no place to cancel before the Trial ended. I even googled for directions, then realizing that it did not exist: that is, NO WAY to CANCEL before TRIAL ENDS. I searched further and realized then that there was no contact phone number for them online, and nobody's name listed to contact, plus no address.I finally was able to send a message online via the website while I was signed in, and received an auto-generated message that they would respond. But no one ever responded. They kept sending me marketing type information, and information about their courses, but still no response. The Trial time period ends, and of course they charge my credit card. I immediately contacted my bank to challenge the charge, and after going back and forth with my bank, I was finally given back my funds (from my bank, and not from Coursera). Stay away from Coursera; as one reviewer has noted here on this board also, they will rip you off--by sucking you in with the notion of a Trial period, and then not giving you a place to cancel.
                    Read full review
                ","Original review: Aug. 2, 2020",1
2134,"Original review: June 23, 2021The Refund policy is the worst...and they make no effort by blocking any refund requests on the mobile app when almost all other things can be down on the mobile app. This auto billing should send warning emails beforehand and allow for easy one click Cancellation. This is not fair and I will continue to give bad reviews. The tiny portion of the course That I used was bland and only mildy informative.","Original review: July 3, 2020",1
2135,"Original review: June 1, 2021I can't speak to the course content because immediately I was turned off by the business practices of this supposed B Corp. I do web design for a living and I'm not a dumb person, but somehow I couldn't figure out their subscription plans and upgrades and got billed for something. I went back to try and find out why, and all of their policies state that they don't offer refunds. Everything that looked like a subscription was cancelled through my account notifications, and then I still got billed. There is no customer service available and searching for ""request refund"" takes you to a page where they say they don't offer refunds.As a B Corp, I would expect much better. As an educational company, I would expect better UX/UI so consumers are not confused about what they are signing up for and have an option to cancel a subscription before being billed for it. You should clearly let consumers know what they are signing up for and what they will be paying for.
                    Read full review
                ","Original review: July 2, 2020",1
2136,"Original review: March 25, 2021I resent the fact that in the middle of this course all of a sudden I am required to use Firefox--stop the course and take the time to download and set up this program. That's a waste of time and an inconvenience and should be indicated prior to beginning the class. Then WORSE THAN THAT is that I'm supposed to download documents from other people, Word and Page documents, which are unsafe. It's a bad practice, very dangerous, to randomly pull private documents into my home computer. I won't take any courses that are set up like this. But Coursera offers NO PLACE to send input or feedback like this. That's why I'm writing here.","Original review: June 28, 2020",3
2137,"Original review: March 14, 2021Do not give Coursera your credit card info. This is how it works, you sign up for a program certificate which includes several courses. You get charged every month while you are taking those courses. Thing is, you can NEVER get your last grade. They do not have enough students for you to do reviews or to review your work. That is right, no teacher interaction, students grade each other. You pay, forever. Customer service is anything but. They are not helpful and your only recourse will be to contact your bank and a lawyer.","Original review: June 26, 2020",1
2138,"Original review: March 13, 2021Be very careful of EVER giving COURSERA a credit card number! They will pretend you have a trial period and then automatically WITHDRAW $49 from your credit card EVERY MONTH, even with NO USE. Then, they will pretend that this is TOTALLY NON REFUNDABLE. Coursera is NOT A NON-PROFIT. It is yet another CA Bay Area company finding the newest way to take money out of your pocket. I WILL NEVER USE COURSERA AGAIN!","Original review: June 25, 2020",1
2139,"Original review: March 9, 2021I took one course with Coursera, a C++ programming course through University of Illinois. The course was good, and though I thought it went a little too fast, I got an A in it. I enjoy programming, so it may have been too intense for someone who was struggling a bit. That's only one part of my experience though. A year and a half later, when I had looked into some further courses but not opted to take one, I got a call from a recruiter about a tech opportunity. I assumed a coding bootcamp I had recently graduated had referred me, but as I reached the end of the interview process and signed their contract, I found out that Coursera had been the source of the recommendation. I was shocked that a platform I had taken one class on 1.5 years ago had been so thoughtfully put together that I was put forward for an important opportunity while I was job searching.","Original review: June 24, 2020",5
2140,"Original review: Feb. 11, 2021I started working on a certification in the fall of 2020. I paid the monthly subscription fee. In late January 2021, I upgraded. When I went to submit an assignment, I was prompted to purchase again even though I had already paid. It was impossible to submit the assignment. If you can't submit your assignments, you can't get the certificate. I contacted Support. They said they wanted to refund my money. They said they didn't know when the issue would be resolved. They won't refund the money I had paid for previous months, and I invested time and money working towards a certificate that I can't finish because they don't know how to fix their own platform. Stay away unless you enjoy wasting your time and money.","Original review: June 20, 2020",1
2141,"Original review: Dec. 30, 2020It's strange that the project (both videos and web applications ) are not available. 11 thread about no access. We all paid for the course but cannot access. Message Ended Nov 9, 2020. No response from Abbie W. **.","Original review: June 19, 2020",1
2142,"Original review: Dec. 21, 2020Let me make this clear from the outset: the course content is very good. But, without the ability to communicate with the course administrators for questions, it becomes useless. I am reluctantly forced to cancel my course with Coursera.","Original review: June 18, 2020",1
2143,"Original review: Dec. 19, 2020The information provided by the instructors is very basic and could easily be accessed by doing your own online research. If you are a self-starter and really invested in developing your marketing skills, this course will bore you to tears. Another issue is that it is advertised you can register for free, but somewhere along the line they start charging for the course. I cancelled my subscription to avoid any further charges. Warning: Buyer Beware.","Original review: June 17, 2020",1
2144,"Original review: Oct. 19, 2020Coursera's website is deceitful in its advertising. Everywhere it will say ""Enroll for free"", but then prompt you to create a profile and enter your credit card info. Once they have your info, they will start auto-charging you without regard. I would not trust them with your info, and they need to be more transparent in their practices.","Original review: June 14, 2020",1
2145,"Original review: Oct. 7, 2020Total rip off. Signed up for Coursera about 24 hours ago and already want to put my laptop through the wall. Horrible sound quality. Tongue-tied instructors, unable to put one complete sentence together. “Save note” function isn’t working, can only paste and copy from transcripts and of course, the course is non-refundable. After experiencing the disappointing quality of content and luck of support on this platform I don’t believe that Coursera Certificates are worth anything at all. Don’t waste your time and hard earned money like I just did. Might as well watch YouTube videos instead, at least those are better quality and free.","Original review: Jan. 29, 2022",1
2146,"Original review: Sept. 17, 2020There is no refund policy. There was supposed to be a 7-day free trial and still was charged $50 for a course. Do not recommend. There is no way to contact them regarding charges and once a course has been started, you will be charged for it.","Original review: Nov. 22, 2021",1
2147,"Original review: Sept. 10, 2020When the course includes peer review you can be stuck for weeks with courses even though you've handed in your assignments. It comes down to whether someone else is taking the course or not. Meanwhile, you're forced to pay the monthly fees to stay in the course. When contacting support about this issue they just suggested that I ask for someone to review my assignments in the course forum, which is pointless if no one else is taking the course.","Original review: Sept. 15, 2021",1
2148,"Original review: Aug. 2, 2020The overall intent and quality of videos are good and excellent. The main problem with Coursera is they have very little feedback and cannot be contacted (at all in limited experience) for technical support. I took the reinforcement learning class to supplement some of my PhD research, the content is good and the exercises are equally well-thought out. However, work demands made me stop studying for about a month. When I tried to resume, all my programming was reset (I have tried troubleshooting this on my own to no avail). There is literally no way to get a real person to help you. Also, it is difficult to get help on programming exercises. There are better ways to learn in my opinion, with all respect.","Original review: July 8, 2021",1
2149,"Original review: July 3, 2020I LOVE Coursera. I've taken dozens of courses and learned so much. And, it's free unless you want to earn a certificate. My favorite course was: ""Hacking Exercise For Health. The surprising new science of fitness"". Another good one is: ""A Life of Happiness and Fulfillment"". I also enjoyed De-Mystifying Mindfulness. There are so many courses to take in so many areas. Check it out. Go to coursera.org..","Original review: June 23, 2021",5
2150,"Original review: July 2, 2020Coursera was extremely easy to use. I took their Intro to Psychology course and found it to be really practical and informative. The sections were easy to understand, the professor engaging and it wasn't a 700 step set up nightmare as I have experienced with other online courses. Given that this subject is applicable to so many workplaces and situations I would definitely recommend. Best of all, many of their free courses are very interesting and useful and the paid courses are not expensive. Give them a try!","Original review: June 1, 2021",5
2151,"Original review: June 28, 2020It's a terrible platform, keep in mind you will pay monthly for this, and the website has a lot issues, the course I take the teacher didn't know how to explain properly and gave too vague explanation, neither I could contact them and ask for guidance, complete waste of time and money.","Original review: March 25, 2021",1
2152,"Original review: June 26, 2020Coursera, is the best way to learn online. It is efficient. Many of the courses can be downloaded also and that helps a lot when travelling. The instructors speak clearly too and they make a lot of sense.","Original review: March 14, 2021",5
2153,"Original review: June 25, 2020The variety of classes and professionalism of instructors makes this my favorite learning platform online. It is upfront on costs and time commitment needed to complete the courses. I have recommended it highly to my nephews who are learning from home.","Original review: March 13, 2021",4
2154,"Original review: June 24, 2020Being in a dominant market and the other learning platforms are not as good for the time. They will put into absorbing the information Also influence on the way. I am determined to help people with the right education of the product and the delivery of network services is a great opportunity!!","Original review: March 9, 2021",5
2155,"Original review: June 20, 2020User friendly platform. If there is technical difficulty the support personnel are very helpful in resolving the problem. A wide variety of Interesting courses that can lead to other jobs or for personal development","Original review: Feb. 11, 2021",5
2156,"Original review: June 19, 2020Coursera wasn’t the best courses platform. It was really bad and hard to go through things. I didn’t like it and whenever they said they had a free course I go check and feel disappointed every time so then I just stopped using and I personally wouldn’t recommend it to anyone.","Original review: Dec. 30, 2020",3
2157,"Original review: June 18, 2020The course was an intro to IT, which was the first of 6 classes which culminated with a Google certification in general information technology comparable to a CompTIA A+. The course pace was slow enough to complete in plenty of time, and not so much time you found yourself bored. The class was interesting, engaging, and I'd like to finish the rest when I can.","Original review: Dec. 21, 2020",4
2158,"Original review: June 17, 2020I don't have anything positive to say. I could do stuff like this free on YouTube. All this nonsense on Coursera is just that nonsense. I did not see any redeeming qualities about any of the courses whether free or even free trial okay. All the stuff can be found online in so many different places at no charge especially if one is a senior citizen so coursera you catch me was not worth it.","Original review: Dec. 19, 2020",2
2159,"Original review: June 14, 2020I liked the course, very detailed, instructors syllabus very detailed only thing, was it was a little difficult to go back to review. The course material was easy to follow, along with the instructor. Surprised at the ease of use.","Original review: Oct. 19, 2020",5
2160,"Original review: Jan. 29, 2022Coursera courses are the biggest Ripoff ever exists. I don’t know how this company still exists. Apple and Galaxy phones shouldn’t allow the app in their phones and tablets. You sign for a course that’s supposed to be $49 dollars for 1 month, you complete the course, and they continue charging your credit card for months and months. If you try to stop this, it’s impossible because they don’t have a customer service number, no way to cancel your subscription, they hide from you. Please Do Not use Coursera. They will Steal a lot of money from you. I only give 1 star review because there’s no zero stars.","Original review: Oct. 7, 2020",1
2161,"Original review: Nov. 22, 2021They_do_not_have_any_customer_service. Please_never_use_Coursera. There_are_better_option. They_are_terrible. They_are_inferior. They_stole_money_from_me. They_will_not_give_me_a_credit. PLEASE_DO_NOT_USE.","Original review: Sept. 17, 2020",1
2162,"Original review: Sept. 15, 2021The contents is good but the system accessing is very unstable. When I need a support, it's never can contact them. They have no email or phone no. to contact except the help center which is no way to access when you have problem with accessing.","Original review: Sept. 10, 2020",2
2163,"Original review: July 8, 2021Coursera is a rip-off, which I did not realize until a few days into my so called ""7-day Free Trial."" After searching through their website, while I was signed in, there was no place to cancel before the Trial ended. I even googled for directions, then realizing that it did not exist: that is, NO WAY to CANCEL before TRIAL ENDS. I searched further and realized then that there was no contact phone number for them online, and nobody's name listed to contact, plus no address.I finally was able to send a message online via the website while I was signed in, and received an auto-generated message that they would respond. But no one ever responded. They kept sending me marketing type information, and information about their courses, but still no response. The Trial time period ends, and of course they charge my credit card. I immediately contacted my bank to challenge the charge, and after going back and forth with my bank, I was finally given back my funds (from my bank, and not from Coursera). Stay away from Coursera; as one reviewer has noted here on this board also, they will rip you off--by sucking you in with the notion of a Trial period, and then not giving you a place to cancel.
                    Read full review
                ","Original review: Aug. 2, 2020",1
2164,"Original review: June 23, 2021The Refund policy is the worst...and they make no effort by blocking any refund requests on the mobile app when almost all other things can be down on the mobile app. This auto billing should send warning emails beforehand and allow for easy one click Cancellation. This is not fair and I will continue to give bad reviews. The tiny portion of the course That I used was bland and only mildy informative.","Original review: July 3, 2020",1
2165,"Original review: June 1, 2021I can't speak to the course content because immediately I was turned off by the business practices of this supposed B Corp. I do web design for a living and I'm not a dumb person, but somehow I couldn't figure out their subscription plans and upgrades and got billed for something. I went back to try and find out why, and all of their policies state that they don't offer refunds. Everything that looked like a subscription was cancelled through my account notifications, and then I still got billed. There is no customer service available and searching for ""request refund"" takes you to a page where they say they don't offer refunds.As a B Corp, I would expect much better. As an educational company, I would expect better UX/UI so consumers are not confused about what they are signing up for and have an option to cancel a subscription before being billed for it. You should clearly let consumers know what they are signing up for and what they will be paying for.
                    Read full review
                ","Original review: July 2, 2020",1
2166,"Original review: March 25, 2021I resent the fact that in the middle of this course all of a sudden I am required to use Firefox--stop the course and take the time to download and set up this program. That's a waste of time and an inconvenience and should be indicated prior to beginning the class. Then WORSE THAN THAT is that I'm supposed to download documents from other people, Word and Page documents, which are unsafe. It's a bad practice, very dangerous, to randomly pull private documents into my home computer. I won't take any courses that are set up like this. But Coursera offers NO PLACE to send input or feedback like this. That's why I'm writing here.","Original review: June 28, 2020",3
2167,"Original review: March 14, 2021Do not give Coursera your credit card info. This is how it works, you sign up for a program certificate which includes several courses. You get charged every month while you are taking those courses. Thing is, you can NEVER get your last grade. They do not have enough students for you to do reviews or to review your work. That is right, no teacher interaction, students grade each other. You pay, forever. Customer service is anything but. They are not helpful and your only recourse will be to contact your bank and a lawyer.","Original review: June 26, 2020",1
2168,"Original review: March 13, 2021Be very careful of EVER giving COURSERA a credit card number! They will pretend you have a trial period and then automatically WITHDRAW $49 from your credit card EVERY MONTH, even with NO USE. Then, they will pretend that this is TOTALLY NON REFUNDABLE. Coursera is NOT A NON-PROFIT. It is yet another CA Bay Area company finding the newest way to take money out of your pocket. I WILL NEVER USE COURSERA AGAIN!","Original review: June 25, 2020",1
2169,"Original review: March 9, 2021I took one course with Coursera, a C++ programming course through University of Illinois. The course was good, and though I thought it went a little too fast, I got an A in it. I enjoy programming, so it may have been too intense for someone who was struggling a bit. That's only one part of my experience though. A year and a half later, when I had looked into some further courses but not opted to take one, I got a call from a recruiter about a tech opportunity. I assumed a coding bootcamp I had recently graduated had referred me, but as I reached the end of the interview process and signed their contract, I found out that Coursera had been the source of the recommendation. I was shocked that a platform I had taken one class on 1.5 years ago had been so thoughtfully put together that I was put forward for an important opportunity while I was job searching.","Original review: June 24, 2020",5
2170,"Original review: Feb. 11, 2021I started working on a certification in the fall of 2020. I paid the monthly subscription fee. In late January 2021, I upgraded. When I went to submit an assignment, I was prompted to purchase again even though I had already paid. It was impossible to submit the assignment. If you can't submit your assignments, you can't get the certificate. I contacted Support. They said they wanted to refund my money. They said they didn't know when the issue would be resolved. They won't refund the money I had paid for previous months, and I invested time and money working towards a certificate that I can't finish because they don't know how to fix their own platform. Stay away unless you enjoy wasting your time and money.","Original review: June 20, 2020",1
2171,"Original review: Dec. 30, 2020It's strange that the project (both videos and web applications ) are not available. 11 thread about no access. We all paid for the course but cannot access. Message Ended Nov 9, 2020. No response from Abbie W. **.","Original review: June 19, 2020",1
2172,"Original review: Dec. 21, 2020Let me make this clear from the outset: the course content is very good. But, without the ability to communicate with the course administrators for questions, it becomes useless. I am reluctantly forced to cancel my course with Coursera.","Original review: June 18, 2020",1
2173,"Original review: Dec. 19, 2020The information provided by the instructors is very basic and could easily be accessed by doing your own online research. If you are a self-starter and really invested in developing your marketing skills, this course will bore you to tears. Another issue is that it is advertised you can register for free, but somewhere along the line they start charging for the course. I cancelled my subscription to avoid any further charges. Warning: Buyer Beware.","Original review: June 17, 2020",1
2174,"Original review: Oct. 19, 2020Coursera's website is deceitful in its advertising. Everywhere it will say ""Enroll for free"", but then prompt you to create a profile and enter your credit card info. Once they have your info, they will start auto-charging you without regard. I would not trust them with your info, and they need to be more transparent in their practices.","Original review: June 14, 2020",1
2175,"Original review: Oct. 7, 2020Total rip off. Signed up for Coursera about 24 hours ago and already want to put my laptop through the wall. Horrible sound quality. Tongue-tied instructors, unable to put one complete sentence together. “Save note” function isn’t working, can only paste and copy from transcripts and of course, the course is non-refundable. After experiencing the disappointing quality of content and luck of support on this platform I don’t believe that Coursera Certificates are worth anything at all. Don’t waste your time and hard earned money like I just did. Might as well watch YouTube videos instead, at least those are better quality and free.","Original review: Jan. 29, 2022",1
2176,"Original review: Sept. 17, 2020There is no refund policy. There was supposed to be a 7-day free trial and still was charged $50 for a course. Do not recommend. There is no way to contact them regarding charges and once a course has been started, you will be charged for it.","Original review: Nov. 22, 2021",1
2177,"Original review: Sept. 10, 2020When the course includes peer review you can be stuck for weeks with courses even though you've handed in your assignments. It comes down to whether someone else is taking the course or not. Meanwhile, you're forced to pay the monthly fees to stay in the course. When contacting support about this issue they just suggested that I ask for someone to review my assignments in the course forum, which is pointless if no one else is taking the course.","Original review: Sept. 15, 2021",1
2178,"Original review: Aug. 2, 2020The overall intent and quality of videos are good and excellent. The main problem with Coursera is they have very little feedback and cannot be contacted (at all in limited experience) for technical support. I took the reinforcement learning class to supplement some of my PhD research, the content is good and the exercises are equally well-thought out. However, work demands made me stop studying for about a month. When I tried to resume, all my programming was reset (I have tried troubleshooting this on my own to no avail). There is literally no way to get a real person to help you. Also, it is difficult to get help on programming exercises. There are better ways to learn in my opinion, with all respect.","Original review: July 8, 2021",1
2179,"Original review: July 3, 2020I LOVE Coursera. I've taken dozens of courses and learned so much. And, it's free unless you want to earn a certificate. My favorite course was: ""Hacking Exercise For Health. The surprising new science of fitness"". Another good one is: ""A Life of Happiness and Fulfillment"". I also enjoyed De-Mystifying Mindfulness. There are so many courses to take in so many areas. Check it out. Go to coursera.org..","Original review: June 23, 2021",5
2180,"Original review: July 2, 2020Coursera was extremely easy to use. I took their Intro to Psychology course and found it to be really practical and informative. The sections were easy to understand, the professor engaging and it wasn't a 700 step set up nightmare as I have experienced with other online courses. Given that this subject is applicable to so many workplaces and situations I would definitely recommend. Best of all, many of their free courses are very interesting and useful and the paid courses are not expensive. Give them a try!","Original review: June 1, 2021",5
2181,"Original review: June 28, 2020It's a terrible platform, keep in mind you will pay monthly for this, and the website has a lot issues, the course I take the teacher didn't know how to explain properly and gave too vague explanation, neither I could contact them and ask for guidance, complete waste of time and money.","Original review: March 25, 2021",1
2182,"Original review: June 26, 2020Coursera, is the best way to learn online. It is efficient. Many of the courses can be downloaded also and that helps a lot when travelling. The instructors speak clearly too and they make a lot of sense.","Original review: March 14, 2021",5
2183,"Original review: June 25, 2020The variety of classes and professionalism of instructors makes this my favorite learning platform online. It is upfront on costs and time commitment needed to complete the courses. I have recommended it highly to my nephews who are learning from home.","Original review: March 13, 2021",4
2184,"Original review: June 24, 2020Being in a dominant market and the other learning platforms are not as good for the time. They will put into absorbing the information Also influence on the way. I am determined to help people with the right education of the product and the delivery of network services is a great opportunity!!","Original review: March 9, 2021",5
2185,"Original review: June 20, 2020User friendly platform. If there is technical difficulty the support personnel are very helpful in resolving the problem. A wide variety of Interesting courses that can lead to other jobs or for personal development","Original review: Feb. 11, 2021",5
2186,"Original review: June 19, 2020Coursera wasn’t the best courses platform. It was really bad and hard to go through things. I didn’t like it and whenever they said they had a free course I go check and feel disappointed every time so then I just stopped using and I personally wouldn’t recommend it to anyone.","Original review: Dec. 30, 2020",3
2187,"Original review: June 18, 2020The course was an intro to IT, which was the first of 6 classes which culminated with a Google certification in general information technology comparable to a CompTIA A+. The course pace was slow enough to complete in plenty of time, and not so much time you found yourself bored. The class was interesting, engaging, and I'd like to finish the rest when I can.","Original review: Dec. 21, 2020",4
2188,"Original review: June 17, 2020I don't have anything positive to say. I could do stuff like this free on YouTube. All this nonsense on Coursera is just that nonsense. I did not see any redeeming qualities about any of the courses whether free or even free trial okay. All the stuff can be found online in so many different places at no charge especially if one is a senior citizen so coursera you catch me was not worth it.","Original review: Dec. 19, 2020",2
2189,"Original review: June 14, 2020I liked the course, very detailed, instructors syllabus very detailed only thing, was it was a little difficult to go back to review. The course material was easy to follow, along with the instructor. Surprised at the ease of use.","Original review: Oct. 19, 2020",5
2190,"Original review: Jan. 29, 2022Coursera courses are the biggest Ripoff ever exists. I don’t know how this company still exists. Apple and Galaxy phones shouldn’t allow the app in their phones and tablets. You sign for a course that’s supposed to be $49 dollars for 1 month, you complete the course, and they continue charging your credit card for months and months. If you try to stop this, it’s impossible because they don’t have a customer service number, no way to cancel your subscription, they hide from you. Please Do Not use Coursera. They will Steal a lot of money from you. I only give 1 star review because there’s no zero stars.","Original review: Oct. 7, 2020",1
2191,"Original review: Nov. 22, 2021They_do_not_have_any_customer_service. Please_never_use_Coursera. There_are_better_option. They_are_terrible. They_are_inferior. They_stole_money_from_me. They_will_not_give_me_a_credit. PLEASE_DO_NOT_USE.","Original review: Sept. 17, 2020",1
2192,"Original review: Sept. 15, 2021The contents is good but the system accessing is very unstable. When I need a support, it's never can contact them. They have no email or phone no. to contact except the help center which is no way to access when you have problem with accessing.","Original review: Sept. 10, 2020",2
2193,"Original review: July 8, 2021Coursera is a rip-off, which I did not realize until a few days into my so called ""7-day Free Trial."" After searching through their website, while I was signed in, there was no place to cancel before the Trial ended. I even googled for directions, then realizing that it did not exist: that is, NO WAY to CANCEL before TRIAL ENDS. I searched further and realized then that there was no contact phone number for them online, and nobody's name listed to contact, plus no address.I finally was able to send a message online via the website while I was signed in, and received an auto-generated message that they would respond. But no one ever responded. They kept sending me marketing type information, and information about their courses, but still no response. The Trial time period ends, and of course they charge my credit card. I immediately contacted my bank to challenge the charge, and after going back and forth with my bank, I was finally given back my funds (from my bank, and not from Coursera). Stay away from Coursera; as one reviewer has noted here on this board also, they will rip you off--by sucking you in with the notion of a Trial period, and then not giving you a place to cancel.
                    Read full review
                ","Original review: Aug. 2, 2020",1
2194,"Original review: June 23, 2021The Refund policy is the worst...and they make no effort by blocking any refund requests on the mobile app when almost all other things can be down on the mobile app. This auto billing should send warning emails beforehand and allow for easy one click Cancellation. This is not fair and I will continue to give bad reviews. The tiny portion of the course That I used was bland and only mildy informative.","Original review: July 3, 2020",1
2195,"Original review: June 1, 2021I can't speak to the course content because immediately I was turned off by the business practices of this supposed B Corp. I do web design for a living and I'm not a dumb person, but somehow I couldn't figure out their subscription plans and upgrades and got billed for something. I went back to try and find out why, and all of their policies state that they don't offer refunds. Everything that looked like a subscription was cancelled through my account notifications, and then I still got billed. There is no customer service available and searching for ""request refund"" takes you to a page where they say they don't offer refunds.As a B Corp, I would expect much better. As an educational company, I would expect better UX/UI so consumers are not confused about what they are signing up for and have an option to cancel a subscription before being billed for it. You should clearly let consumers know what they are signing up for and what they will be paying for.
                    Read full review
                ","Original review: July 2, 2020",1
2196,"Original review: March 25, 2021I resent the fact that in the middle of this course all of a sudden I am required to use Firefox--stop the course and take the time to download and set up this program. That's a waste of time and an inconvenience and should be indicated prior to beginning the class. Then WORSE THAN THAT is that I'm supposed to download documents from other people, Word and Page documents, which are unsafe. It's a bad practice, very dangerous, to randomly pull private documents into my home computer. I won't take any courses that are set up like this. But Coursera offers NO PLACE to send input or feedback like this. That's why I'm writing here.","Original review: June 28, 2020",3
2197,"Original review: March 14, 2021Do not give Coursera your credit card info. This is how it works, you sign up for a program certificate which includes several courses. You get charged every month while you are taking those courses. Thing is, you can NEVER get your last grade. They do not have enough students for you to do reviews or to review your work. That is right, no teacher interaction, students grade each other. You pay, forever. Customer service is anything but. They are not helpful and your only recourse will be to contact your bank and a lawyer.","Original review: June 26, 2020",1
2198,"Original review: March 13, 2021Be very careful of EVER giving COURSERA a credit card number! They will pretend you have a trial period and then automatically WITHDRAW $49 from your credit card EVERY MONTH, even with NO USE. Then, they will pretend that this is TOTALLY NON REFUNDABLE. Coursera is NOT A NON-PROFIT. It is yet another CA Bay Area company finding the newest way to take money out of your pocket. I WILL NEVER USE COURSERA AGAIN!","Original review: June 25, 2020",1
2199,"Original review: March 9, 2021I took one course with Coursera, a C++ programming course through University of Illinois. The course was good, and though I thought it went a little too fast, I got an A in it. I enjoy programming, so it may have been too intense for someone who was struggling a bit. That's only one part of my experience though. A year and a half later, when I had looked into some further courses but not opted to take one, I got a call from a recruiter about a tech opportunity. I assumed a coding bootcamp I had recently graduated had referred me, but as I reached the end of the interview process and signed their contract, I found out that Coursera had been the source of the recommendation. I was shocked that a platform I had taken one class on 1.5 years ago had been so thoughtfully put together that I was put forward for an important opportunity while I was job searching.","Original review: June 24, 2020",5
2200,"Original review: Feb. 11, 2021I started working on a certification in the fall of 2020. I paid the monthly subscription fee. In late January 2021, I upgraded. When I went to submit an assignment, I was prompted to purchase again even though I had already paid. It was impossible to submit the assignment. If you can't submit your assignments, you can't get the certificate. I contacted Support. They said they wanted to refund my money. They said they didn't know when the issue would be resolved. They won't refund the money I had paid for previous months, and I invested time and money working towards a certificate that I can't finish because they don't know how to fix their own platform. Stay away unless you enjoy wasting your time and money.","Original review: June 20, 2020",1
2201,"Original review: Dec. 30, 2020It's strange that the project (both videos and web applications ) are not available. 11 thread about no access. We all paid for the course but cannot access. Message Ended Nov 9, 2020. No response from Abbie W. **.","Original review: June 19, 2020",1
2202,"Original review: Dec. 21, 2020Let me make this clear from the outset: the course content is very good. But, without the ability to communicate with the course administrators for questions, it becomes useless. I am reluctantly forced to cancel my course with Coursera.","Original review: June 18, 2020",1
2203,"Original review: Dec. 19, 2020The information provided by the instructors is very basic and could easily be accessed by doing your own online research. If you are a self-starter and really invested in developing your marketing skills, this course will bore you to tears. Another issue is that it is advertised you can register for free, but somewhere along the line they start charging for the course. I cancelled my subscription to avoid any further charges. Warning: Buyer Beware.","Original review: June 17, 2020",1
